Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2010,2010,Head,12126,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2011,2011,Head,7220,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2012,2012,Head,1026,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2013,2013,Head,920,T,Unofficial figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2014,2014,Head,1131,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2015,2015,Head,991,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2016,2016,Head,356,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2017,2017,Head,77,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2018,2018,Head,1027,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2019,2019,Head,2200,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2020,2020,Head,1311,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2123,Goats,2021,2021,Head,932,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2010,2010,1000 US$,420,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2011,2011,1000 US$,242,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2012,2012,1000 US$,47,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2013,2013,1000 US$,79,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2014,2014,1000 US$,58,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2015,2015,1000 US$,40,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2016,2016,1000 US$,18,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2017,2017,1000 US$,4,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2018,2018,1000 US$,49,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2019,2019,1000 US$,204,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2020,2020,1000 US$,185,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2123,Goats,2021,2021,1000 US$,94,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2010,2010,Head,6597,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2011,2011,Head,3203,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2012,2012,Head,9758,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2013,2013,Head,10202,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2014,2014,Head,13136,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2015,2015,Head,13017,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2016,2016,Head,8997,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2017,2017,Head,8394,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2018,2018,Head,6309,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2019,2019,Head,6861,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2020,2020,Head,9043,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2123,Goats,2021,2021,Head,3934,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2010,2010,1000 US$,326,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2011,2011,1000 US$,469,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2012,2012,1000 US$,1475,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2013,2013,1000 US$,2052,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2014,2014,1000 US$,1942,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2015,2015,1000 US$,2451,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2016,2016,1000 US$,3048,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2017,2017,1000 US$,3769,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2018,2018,1000 US$,1283,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2019,2019,1000 US$,1438,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2020,2020,1000 US$,2021,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2123,Goats,2021,2021,1000 US$,1117,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2010,2010,Head,6284,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2011,2011,Head,3471,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2012,2012,Head,3865,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2013,2013,Head,6862,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2014,2014,Head,4707,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2015,2015,Head,2628,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2016,2016,Head,1631,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2017,2017,Head,1671,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2018,2018,Head,1762,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2019,2019,Head,4873,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2020,2020,Head,1884,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2131,Horses,2021,2021,Head,3515,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2010,2010,1000 US$,80831,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2011,2011,1000 US$,67117,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2012,2012,1000 US$,82972,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2013,2013,1000 US$,102876,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2014,2014,1000 US$,101832,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2015,2015,1000 US$,101283,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2016,2016,1000 US$,93297,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2017,2017,1000 US$,118844,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2018,2018,1000 US$,121560,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2019,2019,1000 US$,90393,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2020,2020,1000 US$,113701,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2131,Horses,2021,2021,1000 US$,92409,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2010,2010,Head,13020,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2011,2011,Head,11629,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2012,2012,Head,13090,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2013,2013,Head,16094,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2014,2014,Head,27063,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2015,2015,Head,21270,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2016,2016,Head,13767,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2017,2017,Head,11912,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2018,2018,Head,13331,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2019,2019,Head,13291,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2020,2020,Head,12045,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2131,Horses,2021,2021,Head,12658,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2010,2010,1000 US$,136937,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2011,2011,1000 US$,124176,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2012,2012,1000 US$,102828,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2013,2013,1000 US$,159421,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2014,2014,1000 US$,204231,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2015,2015,1000 US$,186092,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2016,2016,1000 US$,188590,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2017,2017,1000 US$,200009,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2018,2018,1000 US$,215539,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2019,2019,1000 US$,209536,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2020,2020,1000 US$,218671,A,Official figure
TCL,Crops and livestock products,250,France,5922,Export Value,2131,Horses,2021,2021,1000 US$,204322,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2010,2010,Head,2,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2011,2011,Head,0,T,Unofficial figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2012,2012,Head,60,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2013,2013,Head,49,T,Unofficial figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2014,2014,Head,162,I,Imputed value
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2015,2015,Head,23,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2016,2016,Head,5,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2017,2017,Head,3,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2018,2018,Head,13,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2019,2019,Head,84,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2020,2020,Head,195,A,Official figure
TCL,Crops and livestock products,250,France,5608,Import Quantity,2133,Mules and hinnies,2021,2021,Head,1765,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2010,2010,1000 US$,8,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2011,2011,1000 US$,0,T,Unofficial figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2012,2012,1000 US$,112,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2013,2013,1000 US$,27,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2014,2014,1000 US$,283,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2015,2015,1000 US$,503,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2016,2016,1000 US$,7,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2017,2017,1000 US$,5,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2018,2018,1000 US$,42,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2019,2019,1000 US$,32,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2020,2020,1000 US$,90,A,Official figure
TCL,Crops and livestock products,250,France,5622,Import Value,2133,Mules and hinnies,2021,2021,1000 US$,6,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2133,Mules and hinnies,2010,2010,Head,2891,T,Unofficial figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2133,Mules and hinnies,2011,2011,Head,480,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2133,Mules and hinnies,2012,2012,Head,438,T,Unofficial figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2133,Mules and hinnies,2013,2013,Head,451,T,Unofficial figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2133,Mules and hinnies,2014,2014,Head,3996,I,Imputed value
TCL,Crops and livestock products,250,France,5908,Export Quantity,2133,Mules and hinnies,2015,2015,Head,166,A,Official figure
TCL,Crops and livestock products,250,France,5908,Export Quantity,2133,Mules and hinnies,2016,2016,Head,56,A,Official figure
